Date,2002-03-05 00:00:00,2002-03-05 00:00:00,2002-03-05 00:00:00,2002-03-05 00:00:00,2002-03-05 00:00:00,2002-03-05 00:00:00,2002-03-05 00:00:00,2002-03-05 00:00:00,2002-03-05 00:00:00,2002-03-05 00:00:00,2002-03-05 00:00:00,2002-03-05 00:00:00,2002-11-05 00:00:00,2002-11-05 00:00:00,2002-11-05 00:00:00,2002-11-05 00:00:00,2002-11-05 00:00:00,2002-11-05 00:00:00,2002-11-05 00:00:00,2002-11-05 00:00:00,2002-11-05 00:00:00,2002-11-05 00:00:00,2002-11-05 00:00:00,2002-11-05 00:00:00,2002-11-05 00:00:00,2002-11-05 00:00:00,2003-10-07 00:00:00,2003-10-07 00:00:00,2003-10-07 00:00:00,2003-10-07 00:00:00,2004-03-02 00:00:00,2004-03-02 00:00:00,2004-03-02 00:00:00,2004-03-02 00:00:00,2004-03-02 00:00:00,2004-03-02 00:00:00,2004-03-02 00:00:00,2004-03-02 00:00:00,2004-11-02 00:00:00,2004-11-02 00:00:00,2004-11-02 00:00:00,2004-11-02 00:00:00,2004-11-02 00:00:00,2004-11-02 00:00:00,2004-11-02 00:00:00,2004-11-02 00:00:00,2004-11-02 00:00:00,2004-11-02 00:00:00,2004-11-02 00:00:00,2004-11-02 00:00:00,2004-11-02 00:00:00,2004-11-02 00:00:00,2004-11-02 00:00:00,2004-11-02 00:00:00,2004-11-02 00:00:00,2004-11-02 00:00:00,2004-11-02 00:00:00,2004-11-02 00:00:00,2004-11-02 00:00:00,2004-11-02 00:00:00,2004-11-02 00:00:00,2004-11-02 00:00:00,2004-11-02 00:00:00,2004-11-02 00:00:00,2004-11-02 00:00:00,2004-11-02 00:00:00,2004-11-02 00:00:00,2004-11-02 00:00:00,2004-11-02 00:00:00,2004-11-02 00:00:00,2006-06-06 00:00:00,2006-06-06 00:00:00,2006-06-06 00:00:00,2006-06-06 00:00:00,2006-11-07 00:00:00,2006-11-07 00:00:00,2006-11-07 00:00:00,2006-11-07 00:00:00,2006-11-07 00:00:00,2006-11-07 00:00:00,2006-11-07 00:00:00,2006-11-07 00:00:00,2006-11-07 00:00:00,2006-11-07 00:00:00,2006-11-07 00:00:00,2006-11-07 00:00:00,2006-11-07 00:00:00,2006-11-07 00:00:00,2006-11-07 00:00:00,2006-11-07 00:00:00,2006-11-07 00:00:00,2006-11-07 00:00:00,2006-11-07 00:00:00,2006-11-07 00:00:00,2006-11-07 00:00:00,2006-11-07 00:00:00,2006-11-07 00:00:00,2006-11-07 00:00:00,2006-11-07 00:00:00,2006-11-07 00:00:00,2008-02-05 00:00:00,2008-02-05 00:00:00,2008-02-05 00:00:00,2008-02-05 00:00:00,2008-02-05 00:00:00,2008-02-05 00:00:00,2008-02-05 00:00:00,2008-02-05 00:00:00,2008-02-05 00:00:00,2008-02-05 00:00:00,2008-02-05 00:00:00,2008-02-05 00:00:00,2008-02-05 00:00:00,2008-02-05 00:00:00,2008-06-03 00:00:00,2008-06-03 00:00:00,2008-06-03 00:00:00,2008-06-03 00:00:00,2008-11-04 00:00:00,2008-11-04 00:00:00,2008-11-04 00:00:00,2008-11-04 00:00:00,2008-11-04 00:00:00,2008-11-04 00:00:00,2008-11-04 00:00:00,2008-11-04 00:00:00,2008-11-04 00:00:00,2008-11-04 00:00:00,2008-11-04 00:00:00,2008-11-04 00:00:00,2008-11-04 00:00:00,2008-11-04 00:00:00,2008-11-04 00:00:00,2008-11-04 00:00:00,2008-11-04 00:00:00,2008-11-04 00:00:00,2008-11-04 00:00:00,2008-11-04 00:00:00,2008-11-04 00:00:00,2008-11-04 00:00:00,2008-11-04 00:00:00,2008-11-04 00:00:00,2009-05-19 00:00:00,2009-05-19 00:00:00,2009-05-19 00:00:00,2009-05-19 00:00:00,2009-05-19 00:00:00,2009-05-19 00:00:00,2009-05-19 00:00:00,2009-05-19 00:00:00,2009-05-19 00:00:00,2009-05-19 00:00:00,2009-05-19 00:00:00,2009-05-19 00:00:00,2010-06-08 00:00:00,2010-06-08 00:00:00,2010-06-08 00:00:00,2010-06-08 00:00:00,2010-06-08 00:00:00,2010-06-08 00:00:00,2010-06-08 00:00:00,2010-06-08 00:00:00,2010-06-08 00:00:00,2010-06-08 00:00:00,2010-11-02 00:00:00,2010-11-02 00:00:00,2010-11-02 00:00:00,2010-11-02 00:00:00,2010-11-02 00:00:00,2010-11-02 00:00:00,2010-11-02 00:00:00,2010-11-02 00:00:00,2010-11-02 00:00:00,2010-11-02 00:00:00,2010-11-02 00:00:00,2010-11-02 00:00:00,2010-11-02 00:00:00,2010-11-02 00:00:00,2010-11-02 00:00:00,2010-11-02 00:00:00,2010-11-02 00:00:00,2010-11-02 00:00:00,2012-06-05 00:00:00,2012-06-05 00:00:00,2012-06-05 00:00:00,2012-06-05 00:00:00,2012-11-06 00:00:00,2012-11-06 00:00:00,2012-11-06 00:00:00,2012-11-06 00:00:00,2012-11-06 00:00:00,2012-11-06 00:00:00,2012-11-06 00:00:00,2012-11-06 00:00:00,2012-11-06 00:00:00,2012-11-06 00:00:00,2012-11-06 00:00:00,2012-11-06 00:00:00,2012-11-06 00:00:00,2012-11-06 00:00:00,2012-11-06 00:00:00,2012-11-06 00:00:00,2012-11-06 00:00:00,2012-11-06 00:00:00,2012-11-06 00:00:00,2012-11-06 00:00:00,2012-11-06 00:00:00,2012-11-06 00:00:00,2014-06-03 00:00:00,2014-06-03 00:00:00,2014-06-03 00:00:00,2014-06-03 00:00:00,2014-11-04 00:00:00,2014-11-04 00:00:00,2014-11-04 00:00:00,2014-11-04 00:00:00,2014-11-04 00:00:00,2014-11-04 00:00:00,2014-11-04 00:00:00,2014-11-04 00:00:00,2014-11-04 00:00:00,2014-11-04 00:00:00,2014-11-04 00:00:00,2014-11-04 00:00:00,2016-06-07 00:00:00,2016-06-07 00:00:00,2016-11-08 00:00:00,2016-11-08 00:00:00,2016-11-08 00:00:00,2016-11-08 00:00:00,2016-11-08 00:00:00,2016-11-08 00:00:00,2016-11-08 00:00:00,2016-11-08 00:00:00,2016-11-08 00:00:00,2016-11-08 00:00:00,2016-11-08 00:00:00,2016-11-08 00:00:00,2016-11-08 00:00:00,2016-11-08 00:00:00,2016-11-08 00:00:00,2016-11-08 00:00:00,2016-11-08 00:00:00,2016-11-08 00:00:00,2016-11-08 00:00:00,2016-11-08 00:00:00,2016-11-08 00:00:00,2016-11-08 00:00:00,2016-11-08 00:00:00,2016-11-08 00:00:00,2016-11-08 00:00:00,2016-11-08 00:00:00,2016-11-08 00:00:00,2016-11-08 00:00:00,2016-11-08 00:00:00,2016-11-08 00:00:00,2016-11-08 00:00:00,2016-11-08 00:00:00,2016-11-08 00:00:00,2016-11-08 00:00:00
El Dorado,24884,16872,25075,16173,12030,29686,15068,26996,8273,33452,29087,13068,30243,23079,29429,24104,16736,34078,27210,27311,33175,20350,32744,19516,35822,16359,40792,23835,32632,33961,30249,20943,35373,15897,16794,34781,12028,38958,12293,66647,13706,64758,27980,45982,16764,58708,43075,35299,43547,35537,46457,34880,27134,52045,47405,27319,52035,30124,64412,16041,72964,9155,24793,56669,69595,13955,42855,40647,54966,27051,25435,15462,28712,12582,14802,50583,30224,35091,33820,31415,35070,30389,28889,36373,19933,46305,38936,25460,32994,33070,40723,26287,44089,22377,54211,11696,52505,12593,29886,35189,34782,25430,40933,20742,37459,24249,28379,34311,28396,34488,28323,34421,28391,34443,23272,19430,19227,23329,63192,25097,34494,50057,37408,49501,56433,33088,40849,49755,55709,32692,46405,43915,60589,28407,62987,23763,61635,26767,38534,53837,39315,47947,30204,13713,29776,13984,30163,13612,28927,14736,28900,14514,7479,36464,7694,40874,21178,28864,33156,15432,25498,24350,24570,25472,46125,31245,23941,48870,45618,30404,26154,47045,38309,36723,48906,23568,40941,33571,29782,42509,48635,22469,20671,26343,28316,19587,53533,33406,46712,34661,37613,48098,42232,42024,55526,30156,16398,69137,33053,52156,52948,33237,69124,15860,45740,38073,20530,59919,18587,21659,19974,18765,24838,34609,19349,38907,39788,19453,44726,15173,30492,29082,38291,19372,14370,43414,56340,35260,36447,54068,38909,50619,31317,58323,45860,45642,44363,49611,44091,47697,34374,57258,46289,40344,57022,32096,54707,35615,61166,30603,56353,36896,47170,47047,57713,33928,36373,51605,53128,39077
Fresno,53206,53571,50762,54034,35267,69528,31594,72518,20847,82745,62483,42644,64396,77612,64789,80005,40299,94713,58991,87161,82213,59957,87491,53004,88157,56164,108066,63197,102307,73985,65842,69031,90509,45764,55934,81081,43415,91431,40859,183988,44159,178449,79919,132944,67141,146329,99920,127945,112184,109010,116878,112757,82415,141604,130156,80144,147464,88772,172507,55706,188121,44554,85468,144081,169196,62565,121687,114190,133267,95806,52016,47601,64658,35876,43475,123375,65053,101695,71466,94484,73963,91984,66205,98710,42964,125211,83716,79640,70597,97187,104916,65071,110305,57848,133058,32674,135970,29374,76578,88446,92213,70764,98595,68614,97622,72651,74696,96348,74423,95967,73044,94190,73038,93963,58407,44975,40094,62175,154923,101681,117564,129028,89967,164585,116998,145333,132606,130122,118390,141855,105835,158158,174597,85599,168676,84579,172873,84966,85122,185993,106217,148416,66098,28251,63230,30549,63339,30745,62801,31213,64092,29711,30662,63813,21077,91256,56329,57881,74147,37568,70888,44627,58037,56793,127004,72088,60540,126765,133363,61712,68396,120591,101548,91126,124109,64246,105312,86501,72629,115762,121773,63621,43930,66452,69189,43095,132280,121976,139741,99350,122863,127539,129039,116584,160937,88452,41392,208472,111319,137420,153640,95617,173625,72825,110096,132434,88958,146290,41585,60982,44711,53855,37289,119354,50895,102078,101033,54300,100635,55188,84954,70013,97175,57671,38578,117304,133435,142268,97202,174094,131031,135740,97760,168984,112808,162030,120662,161584,144383,131105,83727,191560,142781,116026,145454,122258,169946,98584,171290,101837,141909,135100,148923,132764,168273,103300,131205,130819,164117,111227
Glenn,3706,1155,3225,1579,1671,3159,1965,3075,1231,3739,3766,1285,4004,2320,4182,2121,2713,3416,4039,2268,4815,1430,4525,1620,4637,1586,4986,1920,3691,3387,4108,1814,4493,1436,2750,3139,2297,3599,1323,7592,1928,6907,3852,4606,2333,6237,5093,3746,4336,4243,5323,3448,3087,5481,5302,3005,5177,3771,7697,1350,7845,1251,3146,5796,6456,2625,5191,3818,5983,2961,4372,2239,4517,2201,2274,5032,4098,3198,4187,3118,4538,2772,3029,4307,2191,5226,5071,2166,3392,3965,5613,1880,5779,1678,6389,985,6458,863,3298,3898,4384,2812,4969,2292,4656,2716,3708,3689,3716,3697,3714,3702,3701,3677,2610,2825,2464,2901,7216,2267,4435,4751,3828,5620,7088,2460,6002,3636,6094,3425,4164,5470,6763,2767,6759,2634,7126,2364,2644,7235,4383,5016,3428,1551,3298,1644,3439,1519,3337,1602,3371,1570,1013,3964,1273,4743,2407,3714,4189,1759,2803,3287,2861,3249,5224,2744,2499,5026,6206,1624,2338,5288,3302,4464,5353,2207,4690,2970,2892,4668,5066,2404,2203,3040,3775,1533,5586,3400,4748,3716,3875,4948,4508,4182,6288,2532,1884,6936,3804,5113,6200,2810,7141,1803,5027,3803,2840,5628,2542,2693,2744,2320,2639,3283,2313,3522,4161,1722,4301,1644,3274,2611,4298,1586,1162,4523,5315,4006,3993,5219,4112,5022,3268,5828,4494,4726,5197,4183,4886,4313,3320,5935,5395,3512,5621,3422,6579,2624,6737,2569,6644,2762,5046,4412,6105,3193,4022,4919,5839,3236
Humboldt,16576,15093,16216,14875,11112,19921,7523,23157,7045,22916,16821,14011,18710,21850,18721,22115,12991,25083,22162,18606,24046,16429,24261,14995,23868,16334,31922,12263,28754,16665,25276,25623,30459,19766,25824,24162,18491,31120,10966,50011,11256,49902,21364,36947,16688,41637,29059,31927,33057,27216,24376,37710,32050,27565,32707,23862,23466,39807,43260,17212,52222,9149,30885,30712,41298,19709,26586,36027,30612,30281,21147,15764,21146,16270,14609,31402,22960,23106,20688,25589,21478,24890,21172,24833,17592,29283,25809,19744,30725,16392,26520,21166,23300,23975,35150,11257,28490,17490,23667,20362,27861,13297,26102,15870,23371,18966,22564,19680,22557,19667,22645,19698,22614,19664,16933,11686,11105,17393,40353,19631,32602,24469,22452,36335,34845,25839,21230,40701,31601,28636,39555,22274,29887,31145,45683,13890,39715,20819,37963,25296,30294,28565,16143,9661,15215,10537,16985,8751,17179,8419,17455,8151,4861,20966,5833,27437,15043,18467,17771,14589,21311,11672,20224,13214,27220,23626,22310,23680,25549,24086,19236,27542,32161,16413,24633,21566,19524,27962,26489,19892,27792,17118,11515,19008,14871,16570,20261,36204,33338,18761,33723,21427,35052,18903,28017,27299,11480,43651,13041,42153,18819,37321,37394,17160,18640,35462,13584,37313,9911,16678,13522,12055,21229,15370,15295,20042,20132,15994,26919,9708,12454,24119,17793,17251,7365,28806,28521,29171,17647,39269,29677,26106,21220,35074,18003,39664,23717,34940,18429,38737,12644,44358,21222,33513,34209,21309,24609,30429,27792,29409,27879,30397,24666,34692,33733,23783,31740,22416,22919,35339
Imperial,7478,9210,8560,7768,5985,10407,4936,11222,4031,11957,8785,7222,8075,12288,7684,12644,7247,12340,7851,12985,10242,10283,11471,8632,11057,9542,15139,6729,14003,8369,7166,8304,9858,5374,6560,8586,5671,9494,6482,25662,7603,24314,10631,20145,10353,20525,11097,21225,14819,15902,14313,17090,13614,16931,16152,13917,16192,15792,21870,10613,24007,8546,11444,20554,21280,11181,16055,16066,13834,17886,8365,8917,8702,8733,5474,16113,8527,13058,8264,13285,8690,12932,8652,12807,3599,18334,10550,10913,7110,14814,10735,11156,12281,9449,15788,5841,17040,4473,10415,11140,9957,9704,9710,10217,8901,11143,8557,11582,8534,11637,8510,11366,8467,11390,7704,8544,6297,9824,17104,16351,17802,14654,10099,22972,16840,20688,16313,21016,11335,26064,10103,28195,22664,14645,19490,17428,17489,19430,11783,27048,12121,25055,6653,4502,5676,5457,5997,5130,6309,4831,6259,4729,2780,8243,2730,11977,6124,8688,8526,6056,6398,8237,7011,7785,18175,8692,11718,13730,18139,8201,9652,16223,13545,12361,14289,11237,12332,13522,11491,14172,12990,12346,5215,11673,7715,9379,15197,22557,20819,15252,21603,15686,19950,16786,20725,16215,5628,31479,11653,25299,16063,20895,23476,13514,13780,22811,11911,23551,5054,10975,5783,9325,8225,11964,8615,11292,10816,9497,11125,9463,8664,11668,11292,8836,3798,18441,15613,30768,14738,31500,17440,28051,15607,30126,14291,32123,13313,33431,16823,29912,9616,37195,23262,22130,17851,27681,22339,23684,25278,20964,16446,29619,25236,20908,20068,25290,20444,24195,22556,23106
Inyo,3297,2217,3100,2305,1871,3561,1769,3541,1136,4064,3376,1856,3251,2748,3063,2971,1877,3858,2792,3257,3566,2464,3655,2148,4202,1822,4517,1867,3862,2679,3150,2323,3704,1729,1991,3453,1573,3886,1251,6947,1430,6741,2464,5276,1877,5956,4193,3980,4715,3205,4212,3900,2953,4980,4860,2766,4730,3560,6180,2109,7573,862,2978,5265,6225,2188,3919,4419,5010,3193,3291,1697,3310,1782,1786,4468,3036,3266,3497,2781,3563,2713,3207,3062,1920,4448,4035,2240,3366,2995,4089,2376,4322,2091,5273,1083,4966,1310,3374,2931,3559,2453,3848,2204,3448,2678,2627,3583,2610,3600,2620,3608,2617,3576,2715,2069,1677,3067,5572,2499,4183,3520,2929,5131,5294,2855,3637,4689,4469,3646,4274,3927,5054,3123,5394,2601,5442,2674,3334,5116,3607,4351,3211,1318,2952,1522,3167,1340,3068,1424,3137,1354,1400,3130,899,4077,2270,2716,2957,1913,2425,2543,2518,2480,3807,3168,2279,4281,4719,2167,2346,4271,3602,3164,4099,2470,3492,3224,2707,3855,4430,2029,2019,2867,3151,1838,4587,3286,4727,2669,3679,4087,3747,3925,5226,2550,1477,6255,3003,4747,4887,2925,5640,2079,3970,3629,1978,5372,1519,2146,1948,1627,2819,2471,2441,2773,3611,1688,3827,1516,2375,2949,3511,1703,1105,3943,4430,3352,3151,4608,3785,3829,3010,4615,3560,4245,3930,4139,3505,4346,2670,5184,3964,3436,4307,3211,4743,2935,5096,2742,4888,3061,3637,4428,4832,2956,3741,3650,4376,3508
Kern,50046,37754,57589,43359,28952,72590,38069,62110,22461,76748,66352,33469,67108,64618,66398,66555,44799,82792,61371,68868,70570,58281,79663,47063,87746,41892,101168,52822,84525,72216,62300,51259,76416,37290,41466,72602,32904,81159,30886,171114,40315,160430,68721,125995,48184,146471,97334,103894,107300,92019,117508,85355,65942,133935,106144,84784,116436,89994,159983,42451,163773,40479,65749,137845,142985,61767,113725,93441,124352,80431,64732,36950,73231,29392,32448,114315,62178,85463,73094,73766,73255,73660,62593,84068,33455,114398,87296,58195,55190,92563,100829,48195,107136,40830,119046,27736,124481,21840,63265,82743,82881,62644,88842,59570,89861,59619,57378,93075,57348,93286,57487,93412,57500,93357,39745,42784,33274,49141,131667,91783,113355,103123,81616,140377,111478,114768,106283,120655,104777,120006,78303,148170,158673,66835,142591,78536,132436,90269,57496,175167,83524,138578,62759,30763,57891,35261,60337,32875,60099,33120,61090,31935,28350,65213,17317,79762,46658,51604,65950,30697,51729,46886,45022,53646,111883,60861,56455,109157,124739,46079,50114,116912,78762,89990,113161,52856,96376,71711,59088,106994,102546,60867,42474,58187,67872,34886,127770,90969,116648,92543,102918,113937,103573,110254,148174,67098,33704,182374,94593,120839,139383,76592,158230,56630,105145,107871,65256,143408,29995,39079,34267,32506,42368,88966,53790,77092,96112,35444,89892,41915,76619,54824,85596,44738,45027,85095,115348,124634,90995,146071,106571,126901,85849,149213,108311,130668,124665,118140,115949,122990,89283,149708,138768,91767,122704,112505,152260,83746,164932,73683,141895,98404,129808,111932,152766,84141,102322,129741,152159,86575
Kings,8046,5821,7932,5755,4580,9175,4399,9098,3598,9895,8830,4962,10360,10344,10369,10419,7219,12647,9719,11208,12630,8044,13521,6553,13328,7177,13788,7030,12404,9105,9554,7549,12288,5201,6792,10766,5274,12168,5176,25244,7378,22773,11668,17680,9268,20158,12276,18136,14769,15120,16034,14500,11035,19100,16957,12023,18810,12420,24243,6634,25012,6151,11030,20044,21163,10357,17156,14157,18047,12899,9481,5110,9981,4701,6381,16045,10168,12283,10547,11840,11281,11103,9961,12362,5612,17027,12632,9560,8093,14543,14739,8066,16201,6423,18482,3944,19145,3162,10601,11665,11496,9026,12141,8654,11813,9210,9175,12018,9176,12040,9040,11937,9065,11933,5933,5808,5171,6496,20411,13606,17034,16025,11184,22843,17906,16182,18332,15862,14093,20286,11425,23025,23607,10492,20771,13002,22411,11448,9244,25821,13229,20645,9774,3983,8952,4798,9069,4673,9026,4621,9231,4398,4243,9424,3302,13563,7792,9302,10969,5825,8616,8533,8008,9195,17669,8747,9589,15822,18938,7137,8605,17132,12500,13384,17056,8373,14225,11474,9222,16121,15091,10079,6697,8192,10252,4780,18193,13050,17568,12535,14849,16107,15434,15134,21473,9253,5604,25271,14274,16504,20759,10132,23136,7589,15783,14677,10732,19189,5959,8396,6821,7144,5195,16823,7224,14520,15196,6693,14563,7444,12894,9007,15170,6728,5630,12650,16300,17209,13226,19978,15724,17115,11891,20716,14746,18527,17146,16662,18447,15009,11682,21675,20546,11643,17592,15183,22313,10419,22944,9938,19629,13479,18847,14562,21547,11024,14957,17122,21842,10999
Lake,5881,5372,6102,4988,3324,8137,2960,8380,2548,8680,7121,4303,7601,7327,8120,7343,4755,10063,7327,8282,8979,6409,9094,6084,9290,6169,10197,5936,10498,6121,8552,6624,10336,4975,5745,9633,4609,10773,3658,19934,3957,19502,7183,15340,5149,17739,12015,11761,12594,10791,10354,13569,9832,13308,13926,8436,12220,11930,17425,6428,20870,3455,8671,15387,18554,5510,10274,13895,12765,11062,8017,4661,7684,5135,4852,13661,9401,9104,9248,9803,10314,8700,7753,11256,6093,12898,10593,8201,11011,7891,11972,7189,11408,7840,15479,3511,14603,4252,10453,8456,10401,7235,10584,7301,10312,7831,9309,8965,9296,8985,9287,8992,9267,8995,6269,4572,3933,6877,15170,9185,12265,11395,8140,16356,13225,11369,9211,15801,12228,12390,13628,11338,14477,10295,17222,7120,16002,8747,12080,13036,10871,13226,7695,3858,7241,4306,7554,4001,7840,3683,7891,3496,2811,8631,2609,12077,6433,8332,8418,6069,8289,6561,7945,6663,10412,10351,7908,11933,12014,8890,6692,13718,12380,8191,11770,8401,8816,11272,8568,11227,11661,7856,5060,8334,7781,5909,11109,11858,14168,7714,12686,10032,12773,9789,13475,9351,3908,18846,7432,15246,12615,10337,15720,6832,9202,13140,6680,15005,4936,9680,6466,7451,7308,9869,6719,10138,10171,6905,10424,6861,6673,10744,10997,6167,3050,11401,11915,11759,8142,15405,12262,11091,9491,13751,8684,15077,11910,12478,9371,14426,7495,16273,11381,11386,13613,9651,13361,10243,14766,9174,13959,10235,10058,14231,14080,9597,11205,11611,12538,11197
Lassen,5065,2351,4622,2766,2909,4521,2039,5250,1517,5819,4633,2761,4276,3179,4393,3137,2714,4534,4407,3125,5434,2054,4839,2503,5265,2252,5848,2430,3972,4467,4488,2554,4698,2317,3019,4027,2181,4878,1683,9269,2159,8692,4080,6394,2232,8447,5876,4919,4858,5837,6081,4852,4582,6083,5951,4439,6123,5040,8920,1991,9059,1941,3374,7631,7903,3119,6497,4569,6807,4115,4569,1911,4115,2418,2552,5693,5140,3113,4644,3696,4998,3345,4884,3397,2227,6276,5880,2380,3693,4711,5574,2971,6148,2241,7125,1276,6998,1335,3699,4677,4194,3077,4638,2708,3412,3935,3053,4341,3041,4366,3035,4353,3037,4370,2319,3169,1790,3693,7633,3251,6218,4304,4014,6889,7934,3003,6161,4809,6379,4475,4558,6454,7442,3542,7291,3529,6416,4380,3241,8021,4063,6789,3655,1734,3326,2032,3444,1923,3457,1918,3458,1904,838,4566,1278,5402,2521,4231,4610,2021,2933,3739,3211,3527,5347,3979,3161,5687,7061,2147,2775,6199,3376,5668,5946,2917,5064,3974,3264,5648,5465,3277,2973,4142,4893,2305,6554,3995,5676,4430,4819,5619,5362,4954,7842,2606,1673,8780,3919,6489,6003,4417,8309,2064,6115,4185,3209,6838,2577,3081,3172,2377,4079,2576,3229,3331,4445,2227,4801,1948,3656,3079,3807,2779,1634,5023,6669,3760,4970,5363,4159,6114,3663,6617,5604,4767,6419,4141,6874,3544,4430,5969,6247,3789,6878,3154,6223,3926,8290,2155,8609,1955,5771,4839,7632,2721,4059,6107,7528,2964
Los Angeles,347804,633273,414154,536127,319012,643646,232586,711709,213699,720444,463438,490126,594183,1020535,590560,1043579,412994,1091827,613826,983163,569460,1037807,894854,667269,846544,763794,1258724,635029,1404968,583598,616086,658845,846384,433010,473418,813035,393341,888866,499775,2210822,461909,2211478,785042,1778385,739821,1712361,1032210,1714786,1466028,1184087,1158657,1624214,1163366,1511073,1557226,926812,1418231,1438416,1869235,867263,2262894,554070,1169494,1623553,2002375,789617,1016411,1848313,1206275,1585681,441544,494740,534058,425069,436271,1413377,643544,1219112,723946,1142754,738718,1142764,610173,1214205,527967,1338627,724094,1107134,1053390,832215,917073,1004446,921590,972967,1390891,460671,1325761,508355,1038410,819472,1098186,796770,1022557,946459,1022541,969358,832927,1213850,830898,1214975,831653,1212161,834815,1209657,517210,239584,275088,475379,1657227,1368119,1513159,1378561,990171,1955109,1354093,1694649,1026497,2090665,1160833,1882951,1673251,1437830,1751858,1312378,2052672,907732,1893487,1127468,1622287,1624672,1428673,1537289,576999,270042,548378,297322,538207,295448,558660,281540,564262,270067,258980,586556,148276,778107,457526,479615,490987,424411,503546,443797,538938,416160,1168588,1080331,906168,1206753,1238190,954678,897061,1239072,1482707,717005,1167011,974686,898263,1252870,1093352,1038691,1167249,928181,342599,546233,457068,448173,1214499,1851863,1832501,989242,1895758,1099163,1657642,1289118,1363871,1630396,616497,2362338,826794,2146885,1433683,1581288,2005659,969226,1005693,1900580,879287,1906818,210277,515221,226824,467932,414697,993716,416639,963176,780058,621279,890007,523952,500986,901969,819029,557193,479552,1185337,1338265,1899151,826314,2371216,1678235,1421892,1068036,2019011,1049940,2178331,1031179,2285802,1046466,2198324,747288,2473207,1393503,1673279,1540928,1658241,1563601,1633337,1540961,1689407,910775,2337292,1345826,1980546,1596712,1606799,1560523,1524234,1370306,1813966
Madera,12143,6565,11473,7068,6487,11987,6932,11287,4017,14142,12566,5949,13980,11247,13512,11712,8948,15188,12480,12962,16798,8137,16437,8080,16497,8658,17394,8915,15254,11851,14244,9459,16666,7162,10222,13707,7645,15616,6212,29843,7343,28598,13447,21203,9506,25383,17186,19866,19728,16333,19715,17249,12698,23679,21103,12883,23549,13620,28985,7395,31668,5264,12995,24310,27196,10285,21347,16420,23336,13957,11787,6660,12938,5702,7463,21659,13328,15801,13983,15182,15534,13923,13476,15973,7406,22377,17298,11490,11592,17720,19416,10200,20347,9031,24625,4774,24742,4489,12567,16541,16088,12442,17964,10989,17189,12188,12916,16721,12923,16723,12896,16757,12895,16752,8921,9063,7176,10675,26887,13742,19023,20173,13590,26656,21984,18961,22249,18901,20268,20873,14732,26343,27898,12716,26764,13237,27574,12918,11193,30906,17600,22575,13770,5305,12908,6124,12922,6141,12959,6097,13143,5696,5257,13225,4470,18261,10720,12706,14590,8307,12665,10954,10889,12591,21395,12329,10688,21640,24803,8778,10651,22323,15471,17721,22250,10604,19360,13886,11726,21142,20849,11437,8947,10780,13396,6596,23439,15723,23434,14140,17821,21042,21021,17452,26630,12265,6905,32045,18615,20174,24959,13936,29142,9352,20338,17747,14026,23269,8337,10024,8755,9191,8161,18009,9486,16381,18226,8060,18353,8172,15238,11185,13841,12887,6295,17768,22986,19263,17195,24882,20141,21550,15041,26571,20137,22179,22580,20516,24200,17802,16460,25588,25029,15461,23614,17357,28607,13444,28831,13637,26313,16541,23883,19348,28612,13425,19820,21069,28011,14341
Marin,19960,42222,22778,38257,21669,39444,12443,47142,10094,48981,33706,27219,28728,54703,29235,56317,14285,64189,44768,40302,31258,52887,46422,35190,41338,42147,64118,33173,69966,31948,30277,50455,45693,35982,31059,51276,22643,59196,17332,105480,14967,106123,37945,74994,24382,89976,48888,72182,61714,57440,45971,79410,60732,57938,72790,35420,52170,77098,79828,43265,113975,12232,51174,73151,107175,17170,43949,83635,59047,63889,26405,41272,38228,30511,26656,73833,36445,63789,36484,64169,37759,63548,29999,70739,40809,60959,37634,61762,78642,24601,39556,65494,39856,64855,70007,31796,55755,44370,64352,35445,63002,32348,62845,36134,52561,48871,61030,41963,60408,41515,60394,41393,60254,41322,41630,18882,21433,38589,89161,41199,52494,70950,42874,84531,46540,87159,37940,97368,62623,67095,100289,34554,63769,67327,99883,26934,89628,41944,103341,34324,71827,56283,33670,29651,32474,30676,37916,25045,37936,24816,38138,24500,12443,50812,7664,63804,34832,37751,28438,40738,46008,27224,45186,26701,42207,69792,38000,65606,40816,69444,54322,48404,85119,23748,51155,51367,33546,72611,68371,35203,66117,35089,22468,46602,22092,49616,41122,89664,68332,50673,85745,42190,85213,39888,41226,87477,21653,105702,21594,106577,49020,81246,91364,35241,35683,88933,21348,96610,17059,39411,19323,33754,23074,61808,19193,63075,42563,41800,62167,23374,17795,67520,50825,30217,15299,73360,59081,75501,31288,100764,84111,46033,47594,81860,44617,90023,32588,105795,26979,108519,24833,109984,36420,90613,83141,46639,57175,71701,43846,90836,27156,110035,42003,96201,71182,61624,77645,47921,34674,100561
